I/SleepMonitor: 1571685838315, 10.53354;1571685838411, 9.686107;1571685838507, 5.596616;1571685838602, 10.679508;1571685838698, 12.76463;1571685838794, 10.35867;1571685838890, 7.1747165;1571685838986, 7.97276;1571685839083, 12.641889;1571685839178, 13.66558;1571685839275, 7.2333817;
I/SleepMonitor: 1571685839369, 9.309375;1571685839465, 9.945208;1571685839562, 8.564418;1571685839656, 10.328807;1571685839753, 9.669565;1571685839848, 9.392476;1571685839943, 11.495019;1571685840039, 8.596298;1571685840134, 9.173379;1571685840230, 10.334272;1571685840327, 9.444954;
I/SleepMonitor: 1571685840421, 10.131219;1571685840517, 9.942277;1571685840613, 9.671983;1571685840709, 9.597957;1571685840808, 10.045553;1571685840902, 9.771531;1571685840997, 9.880734;1571685841092, 9.561597;1571685841189, 9.83281;1571685841284, 9.904981;1571685841379, 9.677128;
I/SleepMonitor: 1571685841475, 9.841083;1571685841574, 9.813207;1571685841667, 9.798893;1571685841763, 9.627534;1571685841859, 9.735174;1571685841957, 9.711008;1571685842052, 10.335465;1571685842148, 10.101362;1571685842243, 9.9405;1571685842338, 9.630066;1571685842434, 9.850843;
I/SleepMonitor: 1571685842532, 9.839916;1571685842627, 9.785752;1571685842720, 9.719848;1571685842816, 9.761303;1571685842912, 9.772594;1571685843010, 9.744923;1571685843104, 9.759123;1571685843199, 9.709709;1571685843297, 9.769177;1571685843393, 9.734718;1571685843487, 9.723606;
I/SleepMonitor: 1571685843583, 9.717769;1571685843679, 9.739955;1571685843776, 9.710271;1571685843871, 9.723534;1571685843967, 9.869491;1571685844062, 9.655885;1571685844159, 9.910548;1571685844254, 9.63364;1571685844349, 9.838357;1571685844446, 9.738654;1571685844542, 9.774827;
I/SleepMonitor: 1571685844637, 9.758194;1571685844733, 9.734361;1571685844829, 9.554655;1571685844925, 10.181896;1571685845020, 10.46376;1571685845117, 10.507297;1571685845212, 9.487418;1571685845309, 9.3049755;1571685845408, 8.74619;1571685845501, 9.438208;1571685845595, 10.775284;
I/SleepMonitor: 1571685845691, 9.42605;1571685845787, 12.0612545;1571685845882, 8.949744;1571685845978, 9.190268;1571685846074, 10.465313;1571685846170, 9.413431;1571685846266, 9.460006;1571685846362, 9.836185;1571685846458, 9.731008;1571685846553, 9.834475;1571685846649, 9.65374;
I/SleepMonitor: 1571685846745, 9.6616125;1571685846841, 9.836935;1571685846938, 9.713115;1571685847033, 9.773657;1571685847129, 9.70033;1571685847225, 9.788086;1571685847323, 9.56703;1571685847417, 9.6301155;1571685847512, 9.862962;1571685847608, 9.713157;1571685847704, 9.580537;
I/SleepMonitor: 1571685847800, 9.728212;1571685847896, 9.546343;1571685847991, 9.660278;1571685848088, 9.619725;1571685848183, 9.660484;1571685848279, 9.584607;1571685848375, 9.64135;1571685848470, 9.753467;1571685848566, 9.750416;1571685848662, 9.7071495;1571685848758, 9.717811;
I/SleepMonitor: 1571685848854, 9.499521;1571685848951, 9.637662;1571685849046, 9.627481;1571685849141, 9.723968;1571685849238, 9.641828;1571685849334, 9.587175;1571685849430, 9.707634;1571685849525, 9.599133;1571685849621, 9.547605;1571685849716, 9.718217;1571685849813, 9.786633;
I/SleepMonitor: 1571685849908, 9.639279;1571685850004, 9.64326;1571685850100, 9.798739;1571685850195, 9.720467;1571685850291, 9.745654;1571685850387, 9.611879;1571685850482, 9.7398405;1571685850578, 9.748658;1571685850674, 9.630854;1571685850770, 9.679723;1571685850866, 9.696189;
I/SleepMonitor: 1571685850961, 9.716552;1571685851057, 9.851307;1571685851153, 9.777693;1571685851250, 9.700608;1571685851344, 9.709929;1571685851441, 9.780471;1571685851536, 9.817853;1571685851632, 9.709266;1571685851728, 9.625546;1571685851825, 9.617372;1571685851920, 9.691115;
I/SleepMonitor: 1571685852016, 9.801121;1571685852111, 9.717431;1571685852208, 9.700191;1571685852303, 9.611565;1571685852399, 9.692581;1571685852495, 9.748016;1571685852590, 9.765003;1571685852688, 9.691473;1571685852782, 9.752505;1571685852879, 9.785156;1571685852974, 9.862701;
I/SleepMonitor: 1571685853070, 9.825227;1571685853166, 9.675187;1571685853262, 9.673019;1571685853358, 9.6980715;1571685853451, 9.700559;1571685853548, 9.816597;1571685853643, 9.49135;1571685853739, 9.687906;1571685853834, 9.454221;1571685853930, 9.612615;1571685854026, 9.672081;
I/SleepMonitor: 1571685854122, 9.472378;1571685854219, 9.569793;1571685854314, 9.716293;1571685854410, 9.3249655;1571685854506, 9.576646;1571685854601, 9.602898;1571685854697, 9.660443;1571685854793, 9.693831;1571685854889, 9.648838;1571685854984, 9.538126;1571685855080, 9.62529;
I/SleepMonitor: 1571685855177, 9.633502;1571685855271, 9.682497;1571685855368, 9.553379;1571685855463, 9.655583;1571685855560, 10.016996;1571685855656, 9.584502;1571685855752, 9.657838;1571685855847, 9.8939;1571685855943, 9.746082;1571685856040, 9.680385;1571685856135, 9.592914;
